Unique_ID,Broad_Classification,SWAT_File,database_table,DATABASE_FIELD_NAME,SWAT_Header_Name,Text_File_Structure,Position_in_File,Line_in_file,Swat_code_type,SWAT_Code_Variable_Name,Description,Core,Units,Data_Type,Minimum_Range,Maximum_Range,Default_Value,Use_in_DB
103,GENERAL,gwflow.input,gwflow,gw_obs_cells,gw_obs_cells,delimited,1,43,gwflow_input,gw_obs_cells,Gw Obs Cells parameter,no,none,real,0,999,0,yes
104,GENERAL,gwflow.input,gwflow,usgs_id,usgs_id,delimited,2,43,gwflow_input,usgs_id,Unique identifier parameter,no,none,integer,1,9999,1,yes
105,GENERAL,gwflow.input,gwflow,gw_obs_cells,gw_obs_cells,delimited,1,44,gwflow_input,gw_obs_cells,Gw Obs Cells parameter,no,none,real,0,999,0,yes
106,GENERAL,gwflow.pumpex,gwflow,header,header,delimited,1,1,gwflow_pumpex,header,Header line,no,none,string,0,999,default,yes
107,GENERAL,gwflow.pumpex,gwflow,gw_npumpex,gw_npumpex,delimited,2,1,gwflow_pumpex,gw_npumpex,Gw Npumpex parameter,no,none,real,0,999,0,yes
108,GENERAL,gwflow.pumpex,gwflow,pumpex_cell,pumpex_cell,delimited,1,3,gwflow_pumpex,pumpex_cell,Pumpex Cell parameter,no,none,real,0,999,0,yes
109,GENERAL,gwflow.pumpex,gwflow,gw_pumpex_nperiods,gw_pumpex_nperiods,delimited,2,3,gwflow_pumpex,gw_pumpex_nperiods,Gw Pumpex Nperiods parameter,no,none,real,0,999,0,yes
110,GENERAL,gwflow.pumpex,gwflow,gw_pumpex_dates,gw_pumpex_dates,delimited,1,4,gwflow_pumpex,gw_pumpex_dates,Gw Pumpex Dates parameter,no,none,real,0,999,0,yes
111,GENERAL,gwflow.pumpex,gwflow,gw_pumpex_dates,gw_pumpex_dates,delimited,2,4,gwflow_pumpex,gw_pumpex_dates,Gw Pumpex Dates parameter,no,none,real,0,999,0,yes
112,GENERAL,gwflow.pumpex,gwflow,gw_pumpex_rates,gw_pumpex_rates,delimited,3,4,gwflow_pumpex,gw_pumpex_rates,Gw Pumpex Rates parameter,no,none,real,0,999,0,yes
113,GENERAL,gwflow.tiles,gwflow,header,header,delimited,1,1,gwflow_tiles,header,Header line,no,none,string,0,999,default,yes
114,GENERAL,gwflow.tiles,gwflow,gw_tile_depth,gw_tile_depth,delimited,2,1,gwflow_tiles,gw_tile_depth,Gw Tile Depth parameter,no,none,real,0,999,0,yes
115,GENERAL,gwflow.tiles,gwflow,gw_tile_drain_area,gw_tile_drain_area,delimited,3,1,gwflow_tiles,gw_tile_drain_area,Area parameter,no,ha,real,0,100000,0,yes
116,GENERAL,gwflow.tiles,gwflow,gw_tile_K,gw_tile_K,delimited,4,1,gwflow_tiles,gw_tile_K,Gw Tile K parameter,no,none,real,0,999,0,yes
117,GENERAL,gwflow.tiles,gwflow,gw_tile_group_flag,gw_tile_group_flag,delimited,5,1,gwflow_tiles,gw_tile_group_flag,Gw Tile Group Flag parameter,no,none,logical,0,999,n,yes
118,GENERAL,gwflow.tiles,gwflow,gw_tile_num_group,gw_tile_num_group,delimited,6,1,gwflow_tiles,gw_tile_num_group,Gw Tile Num Group parameter,no,none,integer,1,9999,1,yes
119,GENERAL,gwflow.tiles,gwflow,num_tile_cells,num_tile_cells,delimited,1,7,gwflow_tiles,num_tile_cells,Num Tile Cells parameter,no,none,integer,1,9999,1,yes
120,GENERAL,gwflow.tiles,gwflow,gw_tile_groups,gw_tile_groups,delimited,1,8,gwflow_tiles,gw_tile_groups,Gw Tile Groups parameter,no,none,real,0,999,0,yes
121,GENERAL,gwflow.tiles,gwflow,grid_int,grid_int,delimited,1,9,gwflow_tiles,grid_int,Unique identifier parameter,no,none,integer,1,9999,1,yes
122,GENERAL,gwflow.tiles,gwflow,tile,tile,delimited,1,10,gwflow_tiles,tile,Tile parameter,no,none,real,0,999,0,yes
123,GENERAL,gwflow.solutes,gwflow,header,header,delimited,1,1,gwflow_solutes,header,Header line,no,none,string,0,999,default,yes
124,GENERAL,gwflow.solutes,gwflow,num_ts_transport,num_ts_transport,delimited,2,1,gwflow_solutes,num_ts_transport,Num Ts Transport parameter,no,none,integer,1,9999,1,yes
125,GENERAL,gwflow.solutes,gwflow,gw_long_disp,gw_long_disp,delimited,3,1,gwflow_solutes,gw_long_disp,Longitude parameter,no,deg,real,0,180,0,yes
126,GENERAL,gwflow.solutes,gwflow,read_type,read_type,delimited,4,1,gwflow_solutes,read_type,Read Type parameter,no,none,real,0,999,0,yes
127,GENERAL,gwflow.solutes,gwflow,single_value,single_value,delimited,5,1,gwflow_solutes,single_value,Single Value parameter,no,none,real,0,999,0,yes
128,GENERAL,gwflow.solutes,gwflow,name,name,delimited,1,6,gwflow_solutes,name,Name or identifier,no,none,string,0,999,default,yes
129,GENERAL,gwflow.solutes,gwflow,gwsol_sorb,gwsol_sorb,delimited,2,6,gwflow_solutes,gwsol_sorb,Gwsol Sorb parameter,no,none,real,0,999,0,yes
130,GENERAL,gwflow.solutes,gwflow,gwsol_rctn,gwsol_rctn,delimited,3,6,gwflow_solutes,gwsol_rctn,Gwsol Rctn parameter,no,none,real,0,999,0,yes
131,GENERAL,gwflow.solutes,gwflow,canal_out_conc,canal_out_conc,delimited,4,6,gwflow_solutes,canal_out_conc,Canal Out Conc parameter,no,none,real,0,999,n,yes
132,GENERAL,gwflow.solutes,gwflow,grid_val,grid_val,delimited,1,7,gwflow_solutes,grid_val,Unique identifier parameter,no,none,integer,1,9999,1,yes
133,GENERAL,gwflow.solutes,gwflow,"conc,s=1,gw_nsolute","conc,s=1,gw_nsolute",delimited,1,8,gwflow_solutes,"conc,s=1,gw_nsolute","Conc,S=1,Gw Nsolute parameter",no,none,real,0,999,0,yes
134,GENERAL,gwflow.solutes,gwflow,cell_int,cell_int,delimited,1,9,gwflow_solutes,cell_int,Cell Int parameter,no,none,real,0,999,0,yes
135,GENERAL,gwflow.solutes,gwflow,grid_int,grid_int,delimited,1,11,gwflow_solutes,grid_int,Unique identifier parameter,no,none,integer,1,9999,1,yes
145,GENERAL,gwflow.floodplain,gwflow,header,header,delimited,1,1,gwflow_floodplain,header,Header line,no,none,string,0,999,default,yes
146,GENERAL,gwflow.floodplain,gwflow,gw_fp_ncells,gw_fp_ncells,delimited,2,1,gwflow_floodplain,gw_fp_ncells,Gw Fp Ncells parameter,no,none,real,0,999,0,yes
147,GENERAL,gwflow.floodplain,gwflow,gw_fp_cellid,gw_fp_cellid,delimited,1,3,gwflow_floodplain,gw_fp_cellid,Unique identifier parameter,no,none,integer,1,9999,1,yes
148,GENERAL,gwflow.floodplain,gwflow,gw_fp_chanid,gw_fp_chanid,delimited,2,3,gwflow_floodplain,gw_fp_chanid,Unique identifier parameter,no,none,integer,1,9999,1,yes
149,GENERAL,gwflow.floodplain,gwflow,gw_fp_K,gw_fp_K,delimited,3,3,gwflow_floodplain,gw_fp_K,Gw Fp K parameter,no,none,real,0,999,0,yes
150,GENERAL,gwflow.floodplain,gwflow,gw_fp_area,gw_fp_area,delimited,4,3,gwflow_floodplain,gw_fp_area,Area parameter,no,ha,real,0,100000,0,yes
151,GENERAL,gwflow.canals,gwflow,header,header,delimited,1,1,gwflow_canals,header,Header line,no,none,string,0,999,default,yes
152,GENERAL,gwflow.canals,gwflow,gw_ncanal,gw_ncanal,delimited,2,1,gwflow_canals,gw_ncanal,Gw Ncanal parameter,no,none,real,0,999,0,yes
153,GENERAL,gwflow.canals,gwflow,num_canalK_zones,num_canalK_zones,delimited,3,1,gwflow_canals,num_canalK_zones,Num Canalk Zones parameter,no,none,integer,1,9999,1,yes
154,GENERAL,gwflow.canals,gwflow,gw_canal_ncells,gw_canal_ncells,delimited,4,1,gwflow_canals,gw_canal_ncells,Gw Canal Ncells parameter,no,none,real,0,999,0,yes
155,GENERAL,gwflow.canals,gwflow,canal,canal,delimited,1,5,gwflow_canals,canal,Canal parameter,no,none,real,0,999,0,yes
156,GENERAL,gwflow.canals,gwflow,channel,channel,delimited,2,5,gwflow_canals,channel,Channel parameter,no,none,real,0,999,0,yes
157,GENERAL,gwflow.canals,gwflow,width,width,delimited,3,5,gwflow_canals,width,Unique identifier parameter,no,none,integer,1,9999,1,yes
