Unique_ID,Broad_Classification,SWAT_File,database_table,DATABASE_FIELD_NAME,SWAT_Header_Name,Text_File_Structure,Position_in_File,Line_in_file,Swat_code_type,SWAT_Code_Variable_Name,Description,Core,Units,Data_Type,Minimum_Range,Maximum_Range,Default_Value,Use_in_DB
46,CONNECT,channel.con,cha_con,lat,lat,delimited,5,1,channel_con,lat,Latitude,no,deg,real,-90,90,40.0,yes
47,CONNECT,channel.con,cha_con,lon,lon,delimited,6,1,channel_con,lon,Longitude,no,deg,real,-180,180,-95.0,yes
48,CONNECT,channel.con,cha_con,elev,elev,delimited,7,1,channel_con,elev,Elevation,no,m,real,1,7000,300,yes
49,CONNECT,channel.con,cha_con,cha,cha,delimited,8,1,channel_con,cha,Channel data reference,no,none,integer,1,9999,1,yes
50,CONNECT,channel.con,cha_con,wst,wst,delimited,9,1,channel_con,wst,Weather station number,no,none,string,,,wst1,yes
51,CONNECT,channel.con,cha_con,cst,cst,delimited,10,1,channel_con,cst,Constituent data pointer,no,none,integer,1,9999,1,yes
52,CONNECT,channel.con,cha_con,ovfl,ovfl,delimited,11,1,channel_con,ovfl,Overflow connections pointer,no,none,real,0,9999,0,yes
53,CONNECT,channel.con,cha_con,rule,rule,delimited,12,1,channel_con,rule,Ruleset pointer,no,none,integer,0,9999,0,yes
54,CONNECT,channel.con,cha_con,out_tot,out_tot,delimited,13,1,channel_con,out_tot,Total outgoing hydrographs,no,none,integer,1,12,1,yes
469,GENERAL,constitdbread.con,constitdb,cs_db%num_pests,cs_db%num_pests,delimited,1,1,constit_db_read,cs_db%num_pests,num_pests parameter for constit db read,no,none,integer,1,9999,1,yes
470,GENERAL,constitdbread.con,constitdb,"cs_db%pests(i), i = 1, cs_db%num_pests","cs_db%pests(i), i = 1, cs_db%num_pests",delimited,1,1,constit_db_read,"cs_db%pests(i), i = 1, cs_db%num_pests",num_pests parameter for constit db read,no,none,integer,1,9999,1,yes
471,GENERAL,constitdbread.con,constitdb,cs_db%num_paths,cs_db%num_paths,delimited,1,1,constit_db_read,cs_db%num_paths,num_paths parameter for constit db read,no,none,integer,1,9999,1,yes
472,GENERAL,constitdbread.con,constitdb,"cs_db%paths(i), i = 1, cs_db%num_paths","cs_db%paths(i), i = 1, cs_db%num_paths",delimited,1,1,constit_db_read,"cs_db%paths(i), i = 1, cs_db%num_paths",num_paths parameter for constit db read,no,none,integer,1,9999,1,yes
473,GENERAL,constitdbread.con,constitdb,cs_db%num_metals,cs_db%num_metals,delimited,1,1,constit_db_read,cs_db%num_metals,num_metals parameter for constit db read,no,none,integer,1,9999,1,yes
474,GENERAL,constitdbread.con,constitdb,"cs_db%metals(i), i = 1, cs_db%num_metals","cs_db%metals(i), i = 1, cs_db%num_metals",delimited,1,1,constit_db_read,"cs_db%metals(i), i = 1, cs_db%num_metals",num_metals parameter for constit db read,no,none,integer,1,9999,1,yes
475,GENERAL,constitdbread.con,constitdb,cs_db%num_salts,cs_db%num_salts,delimited,1,1,constit_db_read,cs_db%num_salts,num_salts parameter for constit db read,no,none,integer,1,9999,1,yes
476,GENERAL,constitdbread.con,constitdb,"cs_db%salts(i), i = 1, cs_db%num_salts","cs_db%salts(i), i = 1, cs_db%num_salts",delimited,1,1,constit_db_read,"cs_db%salts(i), i = 1, cs_db%num_salts",num_salts parameter for constit db read,no,none,integer,1,9999,1,yes
477,GENERAL,constitdbread.con,constitdb,cs_db%num_cs,cs_db%num_cs,delimited,1,1,constit_db_read,cs_db%num_cs,num_cs parameter for constit db read,no,none,integer,1,9999,1,yes
478,GENERAL,constitdbread.con,constitdb,"cs_db%cs(i), i = 1, cs_db%num_cs","cs_db%cs(i), i = 1, cs_db%num_cs",delimited,1,1,constit_db_read,"cs_db%cs(i), i = 1, cs_db%num_cs",num_cs parameter for constit db read,no,none,integer,1,9999,1,yes
479,GENERAL,drsalt.dat,drsalt,dr_salt_name(ii),dr_salt_name(ii),delimited,1,1,dr_read_salt,dr_salt_name(ii),Name or label for dr read salt,no,none,string,0,999,default,yes
480,GENERAL,drsalt.dat,drsalt,"dr_salt(ii)%salt(isalt), isalt = 1, cs_db%num_salts","dr_salt(ii)%salt(isalt), isalt = 1, cs_db%num_salts",delimited,1,1,dr_read_salt,"dr_salt(ii)%salt(isalt), isalt = 1, cs_db%num_salts",num_salts parameter for dr read salt,no,none,integer,1,9999,1,yes
481,GENERAL,csirr.dat,csirr,cs_water_irr(icsi)%name,cs_water_irr(icsi)%name,delimited,1,1,cs_irr_read,cs_water_irr(icsi)%name,Name or label for cs irr read,no,none,string,0,999,default,yes
482,GENERAL,csirr.dat,csirr,cs_water_irr(icsi)%water,cs_water_irr(icsi)%water,delimited,1,1,cs_irr_read,cs_water_irr(icsi)%water,water parameter for cs irr read,no,none,real,0,999,0,yes
483,GENERAL,res.dat,res,k,k,delimited,1,1,res_read,k,Hydraulic conductivity for res read,no,none,real,0,999,0,yes
484,GENERAL,res.dat,res,res_dat_c(ires),res_dat_c(ires),delimited,1,1,res_read,res_dat_c(ires),res_dat_c(ires) parameter for res read,no,none,real,0,999,0,yes
485,GENERAL,lslsparmscal.dat,lslsparmscal,ls_prms(i)%name,ls_prms(i)%name,delimited,1,1,ls_read_lsparms_cal,ls_prms(i)%name,Name or label for ls read lsparms cal,no,none,string,0,999,default,yes
486,GENERAL,lslsparmscal.dat,lslsparmscal,ls_prms(i)%chg_typ,ls_prms(i)%chg_typ,delimited,1,1,ls_read_lsparms_cal,ls_prms(i)%chg_typ,chg_typ parameter for ls read lsparms cal,no,none,real,0,999,0,yes
487,GENERAL,lslsparmscal.dat,lslsparmscal,ls_prms(i)%neg,ls_prms(i)%neg,delimited,1,1,ls_read_lsparms_cal,ls_prms(i)%neg,neg parameter for ls read lsparms cal,no,none,real,0,999,0,yes
488,GENERAL,lslsparmscal.dat,lslsparmscal,ls_prms(i)%pos,ls_prms(i)%pos,delimited,1,1,ls_read_lsparms_cal,ls_prms(i)%pos,pos parameter for ls read lsparms cal,no,none,real,0,999,0,yes
489,GENERAL,lslsparmscal.dat,lslsparmscal,ls_prms(i)%lo,ls_prms(i)%lo,delimited,1,1,ls_read_lsparms_cal,ls_prms(i)%lo,lo parameter for ls read lsparms cal,no,none,real,0,999,0,yes
490,GENERAL,lslsparmscal.dat,lslsparmscal,ls_prms(i)%up,ls_prms(i)%up,delimited,1,1,ls_read_lsparms_cal,ls_prms(i)%up,up parameter for ls read lsparms cal,no,none,real,0,999,0,yes
491,GENERAL,satbuff.dat,satbuff,satbuff_db(ibuff),satbuff_db(ibuff),delimited,1,1,sat_buff_read,satbuff_db(ibuff),satbuff_db(ibuff) parameter for sat buff read,no,none,real,0,999,0,yes
492,GENERAL,aquinitcs.dat,aquinitcs,aqu_init_dat_c_cs(iaqu),aqu_init_dat_c_cs(iaqu),delimited,1,1,aqu_read_init_cs,aqu_init_dat_c_cs(iaqu),Initial value for aqu read init cs,no,none,real,0,999,0,yes
493,GENERAL,resreadconds.con,resconds,ctbl(ictbl)%name,ctbl(ictbl)%name,delimited,1,1,res_read_conds,ctbl(ictbl)%name,Name or label for res read conds,no,none,string,0,999,default,yes
494,GENERAL,resreadconds.con,resconds,ctbl(ictbl)%num_conds,ctbl(ictbl)%num_conds,delimited,1,1,res_read_conds,ctbl(ictbl)%num_conds,Coefficient for res read conds,no,coefficient,integer,1,9999,1,yes
495,GENERAL,resreadconds.con,resconds,ctbl(ictbl)%num_modules,ctbl(ictbl)%num_modules,delimited,1,1,res_read_conds,ctbl(ictbl)%num_modules,Month for res read conds,no,none,integer,1,9999,1,yes
496,GENERAL,resreadconds.con,resconds,ctbl(ictbl)%conds(ii)%num_conds,ctbl(ictbl)%conds(ii)%num_conds,delimited,1,1,res_read_conds,ctbl(ictbl)%conds(ii)%num_conds,Coefficient for res read conds,no,coefficient,integer,1,9999,1,yes
497,GENERAL,resreadconds.con,resconds,"ctbl(ictbl)%conds(ii)%scon(icc), icc = 1, isub_con","ctbl(ictbl)%conds(ii)%scon(icc), icc = 1, isub_con",delimited,1,1,res_read_conds,"ctbl(ictbl)%conds(ii)%scon(icc), icc = 1, isub_con",Coefficient for res read conds,no,coefficient,real,0,999,0,yes
498,GENERAL,resreadconds.con,resconds,ctbl(ictbl)%conds(ii)%action,ctbl(ictbl)%conds(ii)%action,delimited,1,1,res_read_conds,ctbl(ictbl)%conds(ii)%action,action parameter for res read conds,no,coefficient,real,0,999,0,yes
499,GENERAL,resreadconds.con,resconds,ctbl(ictbl)%mods(imod)%con(ii)%num_conds,ctbl(ictbl)%mods(imod)%con(ii)%num_conds,delimited,1,1,res_read_conds,ctbl(ictbl)%mods(imod)%con(ii)%num_conds,Coefficient for res read conds,no,coefficient,integer,1,9999,1,yes
500,GENERAL,resreadconds.con,resconds,"ctbl(ictbl)%mods(imod)%con(ii)%scon(icc), icc = 1, isub_con","ctbl(ictbl)%mods(imod)%con(ii)%scon(icc), icc = 1, isub_con",delimited,1,1,res_read_conds,"ctbl(ictbl)%mods(imod)%con(ii)%scon(icc), icc = 1, isub_con",Coefficient for res read conds,no,coefficient,real,0,999,0,yes
501,GENERAL,resreadconds.con,resconds,ctbl(ictbl)%mods(imod)%con(ii)%action,ctbl(ictbl)%mods(imod)%con(ii)%action,delimited,1,1,res_read_conds,ctbl(ictbl)%mods(imod)%con(ii)%action,action parameter for res read conds,no,coefficient,real,0,999,0,yes
502,GENERAL,ressalt.dat,ressalt,res_salt_data(ires)%name,res_salt_data(ires)%name,delimited,1,1,res_read_salt,res_salt_data(ires)%name,Name or label for res read salt,no,none,string,0,999,default,yes
503,GENERAL,ressalt.dat,ressalt,res_salt_data(ires)%c_init,res_salt_data(ires)%c_init,delimited,1,1,res_read_salt,res_salt_data(ires)%c_init,Initial value for res read salt,no,none,real,0,999,0,yes
504,GENERAL,cscha.dat,cscha,cs_cha_ini(icsi)%name,cs_cha_ini(icsi)%name,delimited,1,1,cs_cha_read,cs_cha_ini(icsi)%name,Name or label for cs cha read,no,none,string,0,999,default,yes
505,GENERAL,cscha.dat,cscha,cs_cha_ini(icsi)%conc,cs_cha_ini(icsi)%conc,delimited,1,1,cs_cha_read,cs_cha_ini(icsi)%conc,Coefficient for cs cha read,no,coefficient,real,0,999,0,yes
506,GENERAL,cscha.dat,cscha,cs_str_obs(i),cs_str_obs(i),delimited,1,1,cs_cha_read,cs_str_obs(i),cs_str_obs(i) parameter for cs cha read,no,none,real,0,999,0,yes
507,GENERAL,gwflow.dat,gwflow,grid_nrow,grid_nrow,delimited,1,1,gwflow_read,grid_nrow,Unique identifier for gwflow read,no,none,integer,1,9999,1,yes
508,GENERAL,gwflow.dat,gwflow,grid_ncol,grid_ncol,delimited,1,1,gwflow_read,grid_ncol,Unique identifier for gwflow read,no,coefficient,integer,1,9999,1,yes
509,GENERAL,gwflow.dat,gwflow,dum,dum,delimited,1,1,gwflow_read,dum,dum parameter for gwflow read,no,none,real,0,999,0,yes
510,GENERAL,gwflow.dat,gwflow,zones_aquK(i),zones_aquK(i),delimited,1,1,gwflow_read,zones_aquK(i),Hydraulic conductivity for gwflow read,no,none,real,0,999,0,yes
511,GENERAL,gwflow.dat,gwflow,zones_aquSy(i),zones_aquSy(i),delimited,1,1,gwflow_read,zones_aquSy(i),zones_aquSy(i) parameter for gwflow read,no,none,real,0,999,0,yes
512,GENERAL,gwflow.dat,gwflow,zones_strK(i),zones_strK(i),delimited,1,1,gwflow_read,zones_strK(i),Hydraulic conductivity for gwflow read,no,none,real,0,999,0,yes
513,GENERAL,gwflow.dat,gwflow,zones_strbed(i),zones_strbed(i),delimited,1,1,gwflow_read,zones_strbed(i),zones_strbed(i) parameter for gwflow read,no,none,real,0,999,0,yes
514,GENERAL,gwflow.dat,gwflow,"(grid_status(i,j),j=1,grid_ncol),i=1,grid_nrow","(grid_status(i,j),j=1,grid_ncol),i=1,grid_nrow",delimited,1,1,gwflow_read,"(grid_status(i,j),j=1,grid_ncol),i=1,grid_nrow",Unique identifier for gwflow read,no,coefficient,integer,1,9999,1,yes
515,GENERAL,gwflow.dat,gwflow,"(grid_val(i,j),j=1,grid_ncol),i=1,grid_nrow","(grid_val(i,j),j=1,grid_ncol),i=1,grid_nrow",delimited,1,1,gwflow_read,"(grid_val(i,j),j=1,grid_ncol),i=1,grid_nrow",Unique identifier for gwflow read,no,coefficient,integer,1,9999,1,yes
516,GENERAL,gwflow.dat,gwflow,"(grid_int(i,j),j=1,grid_ncol),i=1,grid_nrow","(grid_int(i,j),j=1,grid_ncol),i=1,grid_nrow",delimited,1,1,gwflow_read,"(grid_int(i,j),j=1,grid_ncol),i=1,grid_nrow",Unique identifier for gwflow read,no,coefficient,integer,1,9999,1,yes
517,GENERAL,gwflow.dat,gwflow,dum1,dum1,delimited,1,1,gwflow_read,dum1,dum1 parameter for gwflow read,no,none,real,0,999,0,yes
518,GENERAL,gwflow.dat,gwflow,K_zone,K_zone,delimited,1,1,gwflow_read,K_zone,Hydraulic conductivity for gwflow read,no,none,real,0,999,0,yes
519,GENERAL,gwflow.dat,gwflow,Sy_zone,Sy_zone,delimited,1,1,gwflow_read,Sy_zone,Sy_zone parameter for gwflow read,no,none,real,0,999,0,yes
520,GENERAL,gwflow.dat,gwflow,delay(i),delay(i),delimited,1,1,gwflow_read,delay(i),delay(i) parameter for gwflow read,no,none,real,0,999,0,yes
521,GENERAL,gwflow.dat,gwflow,gw_output_yr(i),gw_output_yr(i),delimited,1,1,gwflow_read,gw_output_yr(i),Year for gwflow read,no,none,real,0,999,0,yes
522,GENERAL,gwflow.dat,gwflow,gw_output_day(i),gw_output_day(i),delimited,1,1,gwflow_read,gw_output_day(i),Day for gwflow read,no,none,real,0,999,0,yes
523,GENERAL,gwflow.dat,gwflow,gw_obs_cells(k),gw_obs_cells(k),delimited,1,1,gwflow_read,gw_obs_cells(k),Hydraulic conductivity for gwflow read,no,none,real,0,999,0,yes
524,GENERAL,gwflow.dat,gwflow,usgs_id(k),usgs_id(k),delimited,1,1,gwflow_read,usgs_id(k),Unique identifier for gwflow read,no,none,integer,1,9999,1,yes
525,GENERAL,gwflow.dat,gwflow,pumpex_cell,pumpex_cell,delimited,1,1,gwflow_read,pumpex_cell,pumpex_cell parameter for gwflow read,no,none,real,0,999,0,yes
526,GENERAL,gwflow.dat,gwflow,gw_pumpex_nperiods(i),gw_pumpex_nperiods(i),delimited,1,1,gwflow_read,gw_pumpex_nperiods(i),gw_pumpex_nperiods(i) parameter for gwflow read,no,none,real,0,999,0,yes
527,GENERAL,gwflow.dat,gwflow,"gw_pumpex_dates(i,1,j)","gw_pumpex_dates(i,1,j)",delimited,1,1,gwflow_read,"gw_pumpex_dates(i,1,j)","gw_pumpex_dates(i,1,j) parameter for gwflow read",no,none,datetime,0,999,0,yes
528,GENERAL,gwflow.dat,gwflow,"gw_pumpex_dates(i,2,j)","gw_pumpex_dates(i,2,j)",delimited,1,1,gwflow_read,"gw_pumpex_dates(i,2,j)","gw_pumpex_dates(i,2,j) parameter for gwflow read",no,none,datetime,0,999,0,yes
529,GENERAL,gwflow.dat,gwflow,"gw_pumpex_rates(i,j)","gw_pumpex_rates(i,j)",delimited,1,1,gwflow_read,"gw_pumpex_rates(i,j)",Rate parameter for gwflow read,no,m/s,real,0,999,0,yes
530,GENERAL,gwflow.dat,gwflow,num_tile_cells(i),num_tile_cells(i),delimited,1,1,gwflow_read,num_tile_cells(i),num_tile_cells(i) parameter for gwflow read,no,none,integer,1,9999,1,yes
531,GENERAL,gwflow.dat,gwflow,"gw_tile_groups(i,j)","gw_tile_groups(i,j)",delimited,1,1,gwflow_read,"gw_tile_groups(i,j)","gw_tile_groups(i,j) parameter for gwflow read",no,none,real,0,999,0,yes
532,GENERAL,gwflow.dat,gwflow,"grid_int(i,j),j=1,grid_ncol","grid_int(i,j),j=1,grid_ncol",delimited,1,1,gwflow_read,"grid_int(i,j),j=1,grid_ncol",Unique identifier for gwflow read,no,coefficient,integer,1,9999,1,yes
533,GENERAL,gwflow.dat,gwflow,name,name,delimited,1,1,gwflow_read,name,Name or label for gwflow read,no,none,string,0,999,default,yes
534,GENERAL,gwflow.dat,gwflow,gwsol_sorb(s),gwsol_sorb(s),delimited,1,1,gwflow_read,gwsol_sorb(s),Solar radiation for gwflow read,no,none,real,0,999,0,yes
535,GENERAL,gwflow.dat,gwflow,gwsol_rctn(s),gwsol_rctn(s),delimited,1,1,gwflow_read,gwsol_rctn(s),Solar radiation for gwflow read,no,none,real,0,999,0,yes
536,GENERAL,gwflow.dat,gwflow,canal_out_conc(s),canal_out_conc(s),delimited,1,1,gwflow_read,canal_out_conc(s),Coefficient for gwflow read,no,coefficient,real,0,999,0,yes
537,GENERAL,gwflow.dat,gwflow,"grid_val(i,j),j=1,grid_ncol","grid_val(i,j),j=1,grid_ncol",delimited,1,1,gwflow_read,"grid_val(i,j),j=1,grid_ncol",Unique identifier for gwflow read,no,coefficient,integer,1,9999,1,yes
538,GENERAL,gwflow.dat,gwflow,"gwsol_state(i)%solute(s)%conc,s=1,gw_nsolute","gwsol_state(i)%solute(s)%conc,s=1,gw_nsolute",delimited,1,1,gwflow_read,"gwsol_state(i)%solute(s)%conc,s=1,gw_nsolute",Coefficient for gwflow read,no,coefficient,real,0,999,0,yes
539,GENERAL,gwflow.dat,gwflow,"cell_int(i),i=1,ncell","cell_int(i),i=1,ncell",delimited,1,1,gwflow_read,"cell_int(i),i=1,ncell","cell_int(i),i=1,ncell parameter for gwflow read",no,none,real,0,999,0,yes
540,GENERAL,gwflow.dat,gwflow,usgs_site_id,usgs_site_id,delimited,1,1,gwflow_read,usgs_site_id,Unique identifier for gwflow read,no,none,integer,1,9999,1,yes
541,GENERAL,gwflow.dat,gwflow,usgs_lat,usgs_lat,delimited,1,1,gwflow_read,usgs_lat,usgs_lat parameter for gwflow read,no,none,real,0,999,0,yes
542,GENERAL,gwflow.dat,gwflow,usgs_long,usgs_long,delimited,1,1,gwflow_read,usgs_long,usgs_long parameter for gwflow read,no,none,real,0,999,0,yes
543,GENERAL,gwflow.dat,gwflow,"head_vals(j),j=1,101","head_vals(j),j=1,101",delimited,1,1,gwflow_read,"head_vals(j),j=1,101","head_vals(j),j=1,101 parameter for gwflow read",no,none,real,0,999,0,yes
544,GENERAL,gwflow.dat,gwflow,hru_pump_ids(i),hru_pump_ids(i),delimited,1,1,gwflow_read,hru_pump_ids(i),Unique identifier for gwflow read,no,none,integer,1,9999,1,yes
545,GENERAL,gwflow.dat,gwflow,res_cell,res_cell,delimited,1,1,gwflow_read,res_cell,res_cell parameter for gwflow read,no,none,real,0,999,0,yes
546,GENERAL,gwflow.dat,gwflow,res_id,res_id,delimited,1,1,gwflow_read,res_id,Unique identifier for gwflow read,no,none,integer,1,9999,1,yes
547,GENERAL,gwflow.dat,gwflow,res_stage,res_stage,delimited,1,1,gwflow_read,res_stage,res_stage parameter for gwflow read,no,none,real,0,999,0,yes
548,GENERAL,gwflow.dat,gwflow,gw_fp_cellid(i),gw_fp_cellid(i),delimited,1,1,gwflow_read,gw_fp_cellid(i),Unique identifier for gwflow read,no,none,integer,1,9999,1,yes
549,GENERAL,gwflow.dat,gwflow,gw_fp_chanid(i),gw_fp_chanid(i),delimited,1,1,gwflow_read,gw_fp_chanid(i),Unique identifier for gwflow read,no,none,integer,1,9999,1,yes
550,GENERAL,gwflow.dat,gwflow,gw_fp_K(i),gw_fp_K(i),delimited,1,1,gwflow_read,gw_fp_K(i),Hydraulic conductivity for gwflow read,no,none,real,0,999,0,yes
551,GENERAL,gwflow.dat,gwflow,gw_fp_area(i),gw_fp_area(i),delimited,1,1,gwflow_read,gw_fp_area(i),Area in hectares for gwflow read,no,ha,real,0,100000,0,yes
552,GENERAL,gwflow.dat,gwflow,canal,canal,delimited,1,1,gwflow_read,canal,canal parameter for gwflow read,no,none,real,0,999,0,yes
553,GENERAL,gwflow.dat,gwflow,channel,channel,delimited,1,1,gwflow_read,channel,channel parameter for gwflow read,no,none,real,0,999,0,yes
554,GENERAL,gwflow.dat,gwflow,width,width,delimited,1,1,gwflow_read,width,Unique identifier for gwflow read,no,none,integer,1,9999,1,yes
